 Tue, 18 Dec 2018 10:13:04  INFO logger.py <module> [ line:23 ] hehehe
 Tue, 18 Dec 2018 10:13:14  INFO BasePage.py find_element [ line:86 ] 开始等待元素在当前页面可见。
 Tue, 18 Dec 2018 10:13:14  INFO BasePage.py wait_eleVisible [ line:37 ] 等待结束，等待时间长为:0.02秒
 Tue, 18 Dec 2018 10:13:14  INFO BasePage.py click [ line:127 ] =====执行点击事件======
 Tue, 18 Dec 2018 10:13:14  INFO BasePage.py find_element [ line:84 ] 当前元素定位类型：xpath，当前查找的元素表达式为：//input[@class='btn btn_c']
 Tue, 18 Dec 2018 10:13:14  INFO BasePage.py find_element [ line:86 ] 开始等待元素在当前页面可见。
 Tue, 18 Dec 2018 10:13:14  INFO BasePage.py wait_eleVisible [ line:37 ] 等待结束，等待时间长为:0.04秒
 Tue, 18 Dec 2018 10:13:16  INFO BasePage.py find_element [ line:84 ] 当前元素定位类型：xpath，当前查找的元素表达式为：//input[@id='captchas']
 Tue, 18 Dec 2018 10:13:16  INFO BasePage.py find_element [ line:86 ] 开始等待元素在当前页面可见。
 Tue, 18 Dec 2018 10:13:16  INFO BasePage.py wait_eleVisible [ line:37 ] 等待结束，等待时间长为:0.02秒
 Tue, 18 Dec 2018 10:13:16  INFO BasePage.py find_element [ line:84 ] 当前元素定位类型：xpath，当前查找的元素表达式为：/html/body/div[4]/div/div/div[2]/div/div[3]/div/div/img
 Tue, 18 Dec 2018 10:13:16  INFO BasePage.py find_element [ line:86 ] 开始等待元素在当前页面可见。
 Tue, 18 Dec 2018 10:13:16  INFO BasePage.py wait_eleVisible [ line:37 ] 等待结束，等待时间长为:0.02秒
 Tue, 18 Dec 2018 10:13:17  INFO BasePage.py get_verification_code [ line:232 ] 识别的验证码为：40pd
 Tue, 18 Dec 2018 10:13:17  INFO BasePage.py input_text [ line:148 ] =====执行输入操作======
输入的数据为：40pd
 Tue, 18 Dec 2018 10:13:17  INFO BasePage.py find_element [ line:84 ] 当前元素定位类型：xpath，当前查找的元素表达式为：//input[@id='captchas']
 Tue, 18 Dec 2018 10:13:17  INFO BasePage.py find_element [ line:86 ] 开始等待元素在当前页面可见。
 Tue, 18 Dec 2018 10:13:17  INFO BasePage.py wait_eleVisible [ line:37 ] 等待结束，等待时间长为:0.02秒
 Tue, 18 Dec 2018 10:13:17  INFO BasePage.py click [ line:127 ] =====执行点击事件======
 Tue, 18 Dec 2018 10:13:17  INFO BasePage.py find_element [ line:84 ] 当前元素定位类型：xpath，当前查找的元素表达式为：//input[@class='btn btn_c']
 Tue, 18 Dec 2018 10:13:17  INFO BasePage.py find_element [ line:86 ] 开始等待元素在当前页面可见。
 Tue, 18 Dec 2018 10:13:17  INFO BasePage.py wait_eleVisible [ line:37 ] 等待结束，等待时间长为:0.02秒
 Tue, 18 Dec 2018 10:13:18  INFO BasePage.py find_element [ line:84 ] 当前元素定位类型：xpath，当前查找的元素表达式为：//input[@id='captchas']
 Tue, 18 Dec 2018 10:13:18  INFO BasePage.py find_element [ line:86 ] 开始等待元素在当前页面可见。
 Tue, 18 Dec 2018 10:13:18  INFO BasePage.py wait_eleVisible [ line:37 ] 等待结束，等待时间长为:0.02秒
 Tue, 18 Dec 2018 10:13:18  INFO BasePage.py find_element [ line:84 ] 当前元素定位类型：xpath，当前查找的元素表达式为：/html/body/div[4]/div/div/div[2]/div/div[3]/div/div/img
 Tue, 18 Dec 2018 10:13:18  INFO BasePage.py find_element [ line:86 ] 开始等待元素在当前页面可见。
 Tue, 18 Dec 2018 10:13:18  INFO BasePage.py wait_eleVisible [ line:37 ] 等待结束，等待时间长为:0.02秒
 Tue, 18 Dec 2018 10:13:19  INFO BasePage.py get_verification_code [ line:232 ] 识别的验证码为：4005
 Tue, 18 Dec 2018 10:13:19  INFO BasePage.py input_text [ line:148 ] =====执行输入操作======
输入的数据为：4005
 Tue, 18 Dec 2018 10:13:19  INFO BasePage.py find_element [ line:84 ] 当前元素定位类型：xpath，当前查找的元素表达式为：//input[@id='captchas']
 Tue, 18 Dec 2018 10:13:19  INFO BasePage.py find_element [ line:86 ] 开始等待元素在当前页面可见。
 Tue, 18 Dec 2018 10:13:19  INFO BasePage.py wait_eleVisible [ line:37 ] 等待结束，等待时间长为:0.02秒
 Tue, 18 Dec 2018 10:13:20  INFO BasePage.py click [ line:127 ] =====执行点击事件======
 Tue, 18 Dec 2018 10:13:20  INFO BasePage.py find_element [ line:84 ] 当前元素定位类型：xpath，当前查找的元素表达式为：//input[@class='btn btn_c']
 Tue, 18 Dec 2018 10:13:20  INFO BasePage.py find_element [ line:86 ] 开始等待元素在当前页面可见。
 Tue, 18 Dec 2018 10:13:20  INFO BasePage.py wait_eleVisible [ line:37 ] 等待结束，等待时间长为:0.03秒
 Tue, 18 Dec 2018 10:13:21  INFO BasePage.py find_element [ line:84 ] 当前元素定位类型：xpath，当前查找的元素表达式为：//input[@id='captchas']
 Tue, 18 Dec 2018 10:13:21  INFO BasePage.py find_element [ line:86 ] 开始等待元素在当前页面可见。
 Tue, 18 Dec 2018 10:13:21  INFO BasePage.py wait_eleVisible [ line:37 ] 等待结束，等待时间长为:0.03秒
 Tue, 18 Dec 2018 10:13:21  INFO BasePage.py find_element [ line:84 ] 当前元素定位类型：xpath，当前查找的元素表达式为：/html/body/div[4]/div/div/div[2]/div/div[3]/div/div/img
 Tue, 18 Dec 2018 10:13:21  INFO BasePage.py find_element [ line:86 ] 开始等待元素在当前页面可见。
 Tue, 18 Dec 2018 10:13:21  INFO BasePage.py wait_eleVisible [ line:37 ] 等待结束，等待时间长为:0.03秒
 Tue, 18 Dec 2018 10:13:22  INFO BasePage.py get_verification_code [ line:232 ] 识别的验证码为：7779
 Tue, 18 Dec 2018 10:13:22  INFO BasePage.py input_text [ line:148 ] =====执行输入操作======
输入的数据为：7779
 Tue, 18 Dec 2018 10:13:22  INFO BasePage.py find_element [ line:84 ] 当前元素定位类型：xpath，当前查找的元素表达式为：//input[@id='captchas']
 Tue, 18 Dec 2018 10:13:22  INFO BasePage.py find_element [ line:86 ] 开始等待元素在当前页面可见。
 Tue, 18 Dec 2018 10:13:22  INFO BasePage.py wait_eleVisible [ line:37 ] 等待结束，等待时间长为:0.02秒
 Tue, 18 Dec 2018 10:13:22  INFO BasePage.py click [ line:127 ] =====执行点击事件======
 Tue, 18 Dec 2018 10:13:22  INFO BasePage.py find_element [ line:84 ] 当前元素定位类型：xpath，当前查找的元素表达式为：//input[@class='btn btn_c']
 Tue, 18 Dec 2018 10:13:22  INFO BasePage.py find_element [ line:86 ] 开始等待元素在当前页面可见。
 Tue, 18 Dec 2018 10:13:22  INFO BasePage.py wait_eleVisible [ line:37 ] 等待结束，等待时间长为:0.03秒
 Tue, 18 Dec 2018 10:13:25  INFO BasePage.py click [ line:127 ] =====执行点击事件======
 Tue, 18 Dec 2018 10:13:25  INFO BasePage.py find_element [ line:84 ] 当前元素定位类型：xpath，当前查找的元素表达式为：//li[@class='hot']//a[text()='秀百贝商城']
 Tue, 18 Dec 2018 10:13:25  INFO BasePage.py find_element [ line:86 ] 开始等待元素在当前页面可见。
 Tue, 18 Dec 2018 10:13:25  INFO BasePage.py wait_eleVisible [ line:37 ] 等待结束，等待时间长为:0.04秒
 Tue, 18 Dec 2018 10:13:26  INFO BasePage.py input_text [ line:148 ] =====执行输入操作======
输入的数据为：妲己
 Tue, 18 Dec 2018 10:13:26  INFO BasePage.py find_element [ line:84 ] 当前元素定位类型：xpath，当前查找的元素表达式为：//input[@id='search']
 Tue, 18 Dec 2018 10:13:26  INFO BasePage.py find_element [ line:86 ] 开始等待元素在当前页面可见。
 Tue, 18 Dec 2018 10:13:26  INFO BasePage.py wait_eleVisible [ line:37 ] 等待结束，等待时间长为:0.04秒
 Tue, 18 Dec 2018 10:13:26  INFO BasePage.py click [ line:127 ] =====执行点击事件======
 Tue, 18 Dec 2018 10:13:26  INFO BasePage.py find_element [ line:84 ] 当前元素定位类型：xpath，当前查找的元素表达式为：//i[@class='s-icon i-search']
 Tue, 18 Dec 2018 10:13:26  INFO BasePage.py find_element [ line:86 ] 开始等待元素在当前页面可见。
 Tue, 18 Dec 2018 10:13:26  INFO BasePage.py wait_eleVisible [ line:37 ] 等待结束，等待时间长为:0.09秒
 Tue, 18 Dec 2018 10:13:27  INFO BasePage.py click [ line:127 ] =====执行点击事件======
 Tue, 18 Dec 2018 10:13:27  INFO BasePage.py find_element [ line:84 ] 当前元素定位类型：xpath，当前查找的元素表达式为：//div[@class='goods-pic']
 Tue, 18 Dec 2018 10:13:27  INFO BasePage.py find_element [ line:86 ] 开始等待元素在当前页面可见。
 Tue, 18 Dec 2018 10:13:27  INFO BasePage.py wait_eleVisible [ line:37 ] 等待结束，等待时间长为:0.04秒
 Tue, 18 Dec 2018 10:13:27  INFO BasePage.py click [ line:127 ] =====执行点击事件======
 Tue, 18 Dec 2018 10:13:27  INFO BasePage.py find_element [ line:84 ] 当前元素定位类型：xpath，当前查找的元素表达式为：//li[text()='18岁']
 Tue, 18 Dec 2018 10:13:27  INFO BasePage.py find_element [ line:86 ] 开始等待元素在当前页面可见。
 Tue, 18 Dec 2018 10:13:28  INFO BasePage.py wait_eleVisible [ line:37 ] 等待结束，等待时间长为:1.17秒
 Tue, 18 Dec 2018 10:13:28  INFO BasePage.py click [ line:127 ] =====执行点击事件======
 Tue, 18 Dec 2018 10:13:28  INFO BasePage.py find_element [ line:84 ] 当前元素定位类型：xpath，当前查找的元素表达式为：//li[text()='18岁']
 Tue, 18 Dec 2018 10:13:28  INFO BasePage.py find_element [ line:86 ] 开始等待元素在当前页面可见。
 Tue, 18 Dec 2018 10:13:28  INFO BasePage.py wait_eleVisible [ line:37 ] 等待结束，等待时间长为:0.02秒
 Tue, 18 Dec 2018 10:13:28  INFO BasePage.py click [ line:127 ] =====执行点击事件======
 Tue, 18 Dec 2018 10:13:28  INFO BasePage.py find_element [ line:84 ] 当前元素定位类型：xpath，当前查找的元素表达式为：//span[@class='num-add']
 Tue, 18 Dec 2018 10:13:28  INFO BasePage.py find_element [ line:86 ] 开始等待元素在当前页面可见。
 Tue, 18 Dec 2018 10:13:28  INFO BasePage.py wait_eleVisible [ line:37 ] 等待结束，等待时间长为:0.03秒
 Tue, 18 Dec 2018 10:13:28  INFO BasePage.py click [ line:127 ] =====执行点击事件======
 Tue, 18 Dec 2018 10:13:28  INFO BasePage.py find_element [ line:84 ] 当前元素定位类型：xpath，当前查找的元素表达式为：//span[@class='num-add']
 Tue, 18 Dec 2018 10:13:28  INFO BasePage.py find_element [ line:86 ] 开始等待元素在当前页面可见。
 Tue, 18 Dec 2018 10:13:28  INFO BasePage.py wait_eleVisible [ line:37 ] 等待结束，等待时间长为:0.02秒
 Tue, 18 Dec 2018 10:13:28  INFO BasePage.py click [ line:127 ] =====执行点击事件======
 Tue, 18 Dec 2018 10:13:28  INFO BasePage.py find_element [ line:84 ] 当前元素定位类型：xpath，当前查找的元素表达式为：//a[@class='join-cart login']
 Tue, 18 Dec 2018 10:13:28  INFO BasePage.py find_element [ line:86 ] 开始等待元素在当前页面可见。
 Tue, 18 Dec 2018 10:13:28  INFO BasePage.py wait_eleVisible [ line:37 ] 等待结束，等待时间长为:0.04秒
 Tue, 18 Dec 2018 10:13:28  INFO BasePage.py click [ line:127 ] =====执行点击事件======
 Tue, 18 Dec 2018 10:13:28  INFO BasePage.py find_element [ line:84 ] 当前元素定位类型：xpath，当前查找的元素表达式为：//a[contains(text(),'购物车')]
 Tue, 18 Dec 2018 10:13:28  INFO BasePage.py find_element [ line:86 ] 开始等待元素在当前页面可见。
 Tue, 18 Dec 2018 10:13:28  INFO BasePage.py wait_eleVisible [ line:37 ] 等待结束，等待时间长为:0.04秒
 Tue, 18 Dec 2018 10:13:29  INFO BasePage.py get_text [ line:160 ] =====获取元素的文本内容======
 Tue, 18 Dec 2018 10:13:29  INFO BasePage.py find_element [ line:84 ] 当前元素定位类型：xpath，当前查找的元素表达式为：//h6[@class='cart-tit']
 Tue, 18 Dec 2018 10:13:29  INFO BasePage.py find_element [ line:86 ] 开始等待元素在当前页面可见。
 Tue, 18 Dec 2018 10:13:29  INFO BasePage.py wait_eleVisible [ line:37 ] 等待结束，等待时间长为:0.04秒
 Tue, 18 Dec 2018 10:13:29  INFO BasePage.py get_text [ line:160 ] =====获取元素的文本内容======
 Tue, 18 Dec 2018 10:13:29  INFO BasePage.py find_element [ line:84 ] 当前元素定位类型：xpath，当前查找的元素表达式为：//li[@class='Unick']/a
 Tue, 18 Dec 2018 10:13:29  INFO BasePage.py find_element [ line:86 ] 开始等待元素在当前页面可见。
 Tue, 18 Dec 2018 10:13:29  INFO BasePage.py wait_eleVisible [ line:37 ] 等待结束，等待时间长为:0.04秒
 Tue, 18 Dec 2018 10:13:29  INFO BasePage.py click [ line:127 ] =====执行点击事件======
 Tue, 18 Dec 2018 10:13:29  INFO BasePage.py find_element [ line:84 ] 当前元素定位类型：xpath，当前查找的元素表达式为：//label[@class='all-che']
 Tue, 18 Dec 2018 10:13:29  INFO BasePage.py find_element [ line:86 ] 开始等待元素在当前页面可见。
 Tue, 18 Dec 2018 10:13:29  INFO BasePage.py wait_eleVisible [ line:37 ] 等待结束，等待时间长为:0.04秒
 Tue, 18 Dec 2018 10:13:29  INFO BasePage.py get_text [ line:160 ] =====获取元素的文本内容======
 Tue, 18 Dec 2018 10:13:29  INFO BasePage.py find_element [ line:84 ] 当前元素定位类型：xpath，当前查找的元素表达式为：//h6[@class='cart-tit']//span
 Tue, 18 Dec 2018 10:13:29  INFO BasePage.py find_element [ line:86 ] 开始等待元素在当前页面可见。
 Tue, 18 Dec 2018 10:13:29  INFO BasePage.py wait_eleVisible [ line:37 ] 等待结束，等待时间长为:0.04秒
 Tue, 18 Dec 2018 10:13:43  INFO BasePage.py click [ line:127 ] =====执行点击事件======
 Tue, 18 Dec 2018 10:13:43  INFO BasePage.py find_element [ line:84 ] 当前元素定位类型：xpath，当前查找的元素表达式为：//li[@class='hot']//a[text()='秀百贝商城']
 Tue, 18 Dec 2018 10:13:43  INFO BasePage.py find_element [ line:86 ] 开始等待元素在当前页面可见。
 Tue, 18 Dec 2018 10:13:43  INFO BasePage.py wait_eleVisible [ line:37 ] 等待结束，等待时间长为:0.07秒
 Tue, 18 Dec 2018 10:13:44  INFO BasePage.py input_text [ line:148 ] =====执行输入操作======
输入的数据为：妲己
 Tue, 18 Dec 2018 10:13:44  INFO BasePage.py find_element [ line:84 ] 当前元素定位类型：xpath，当前查找的元素表达式为：//input[@id='search']
 Tue, 18 Dec 2018 10:13:44  INFO BasePage.py find_element [ line:86 ] 开始等待元素在当前页面可见。
 Tue, 18 Dec 2018 10:13:44  INFO BasePage.py wait_eleVisible [ line:37 ] 等待结束，等待时间长为:0.04秒
 Tue, 18 Dec 2018 10:13:44  INFO BasePage.py click [ line:127 ] =====执行点击事件======
 Tue, 18 Dec 2018 10:13:44  INFO BasePage.py find_element [ line:84 ] 当前元素定位类型：xpath，当前查找的元素表达式为：//i[@class='s-icon i-search']
 Tue, 18 Dec 2018 10:13:44  INFO BasePage.py find_element [ line:86 ] 开始等待元素在当前页面可见。
 Tue, 18 Dec 2018 10:13:44  INFO BasePage.py wait_eleVisible [ line:37 ] 等待结束，等待时间长为:0.04秒
 Tue, 18 Dec 2018 10:13:45  INFO BasePage.py click [ line:127 ] =====执行点击事件======
 Tue, 18 Dec 2018 10:13:45  INFO BasePage.py find_element [ line:84 ] 当前元素定位类型：xpath，当前查找的元素表达式为：//div[@class='goods-pic']
 Tue, 18 Dec 2018 10:13:45  INFO BasePage.py find_element [ line:86 ] 开始等待元素在当前页面可见。
 Tue, 18 Dec 2018 10:13:45  INFO BasePage.py wait_eleVisible [ line:37 ] 等待结束，等待时间长为:0.04秒
 Tue, 18 Dec 2018 10:13:57  INFO BasePage.py get_text [ line:160 ] =====获取元素的文本内容======
 Tue, 18 Dec 2018 10:13:57  INFO BasePage.py find_element [ line:84 ] 当前元素定位类型：xpath，当前查找的元素表达式为：/html/body/div[9]/div[4]/div/div[2]/div[2]/div/ul[1]/li[1]/div[2]/div[1]
 Tue, 18 Dec 2018 10:13:57  INFO BasePage.py find_element [ line:86 ] 开始等待元素在当前页面可见。
 Tue, 18 Dec 2018 10:13:57  INFO BasePage.py wait_eleVisible [ line:37 ] 等待结束，等待时间长为:0.04秒
 Tue, 18 Dec 2018 10:13:57  INFO BasePage.py scroll_intoView [ line:122 ] 将元素滚动到可见区域。
 Tue, 18 Dec 2018 10:13:57  INFO BasePage.py get_text [ line:160 ] =====获取元素的文本内容======
 Tue, 18 Dec 2018 10:13:57  INFO BasePage.py find_element [ line:84 ] 当前元素定位类型：xpath，当前查找的元素表达式为：//div[@class='v-list headline-b']//div[@class='v-shop clearfix']//p
 Tue, 18 Dec 2018 10:13:57  INFO BasePage.py find_element [ line:86 ] 开始等待元素在当前页面可见。
 Tue, 18 Dec 2018 10:13:57  INFO BasePage.py wait_eleVisible [ line:37 ] 等待结束，等待时间长为:0.04秒
 Tue, 18 Dec 2018 10:13:57  INFO BasePage.py scroll_intoView [ line:122 ] 将元素滚动到可见区域。
 Tue, 18 Dec 2018 10:13:58  INFO BasePage.py get_element_attribute [ line:173 ] =====获取元素的属性值：src
 Tue, 18 Dec 2018 10:13:58  INFO BasePage.py find_element [ line:84 ] 当前元素定位类型：xpath，当前查找的元素表达式为：//div[@class='tab-cont clearfix']//div[@class='v-img']
 Tue, 18 Dec 2018 10:13:58  INFO BasePage.py find_element [ line:86 ] 开始等待元素在当前页面可见。
 Tue, 18 Dec 2018 10:13:58  INFO BasePage.py wait_eleVisible [ line:37 ] 等待结束，等待时间长为:0.04秒
 Tue, 18 Dec 2018 10:13:58  INFO BasePage.py scroll_intoView [ line:122 ] 将元素滚动到可见区域。
 Tue, 18 Dec 2018 10:13:58  INFO BasePage.py get_text [ line:160 ] =====获取元素的文本内容======
 Tue, 18 Dec 2018 10:13:58  INFO BasePage.py find_element [ line:84 ] 当前元素定位类型：xpath，当前查找的元素表达式为：//div[@class='tab-pic']//div[@class='video-bg']/span
 Tue, 18 Dec 2018 10:13:58  INFO BasePage.py find_element [ line:86 ] 开始等待元素在当前页面可见。
 Tue, 18 Dec 2018 10:13:58  INFO BasePage.py wait_eleVisible [ line:37 ] 等待结束，等待时间长为:0.04秒
 Tue, 18 Dec 2018 10:13:58  INFO BasePage.py scroll_intoView [ line:122 ] 将元素滚动到可见区域。
 Tue, 18 Dec 2018 10:13:58  INFO BasePage.py click [ line:127 ] =====执行点击事件======
 Tue, 18 Dec 2018 10:13:58  INFO BasePage.py find_element [ line:84 ] 当前元素定位类型：xpath，当前查找的元素表达式为：//div[@class='tab-cont clearfix']//div[@class='v-img']
 Tue, 18 Dec 2018 10:13:58  INFO BasePage.py find_element [ line:86 ] 开始等待元素在当前页面可见。
 Tue, 18 Dec 2018 10:13:58  INFO BasePage.py wait_eleVisible [ line:37 ] 等待结束，等待时间长为:0.02秒
 Tue, 18 Dec 2018 10:13:58  INFO BasePage.py scroll_intoView [ line:122 ] 将元素滚动到可见区域。
 Tue, 18 Dec 2018 10:13:58  INFO home_page.py click_original_selected_video_picture [ line:86 ] 窗口切换成功
 Tue, 18 Dec 2018 10:13:58  INFO BasePage.py get_text [ line:160 ] =====获取元素的文本内容======
 Tue, 18 Dec 2018 10:13:58  INFO BasePage.py find_element [ line:84 ] 当前元素定位类型：xpath，当前查找的元素表达式为：//div[@class='v-tit']/h2
 Tue, 18 Dec 2018 10:13:58  INFO BasePage.py find_element [ line:86 ] 开始等待元素在当前页面可见。
 Tue, 18 Dec 2018 10:13:59  INFO BasePage.py wait_eleVisible [ line:37 ] 等待结束，等待时间长为:1.24秒
 Tue, 18 Dec 2018 10:13:59  INFO BasePage.py get_text [ line:160 ] =====获取元素的文本内容======
 Tue, 18 Dec 2018 10:13:59  INFO BasePage.py find_element [ line:84 ] 当前元素定位类型：xpath，当前查找的元素表达式为：//div[@class='store-l fl']//h4
 Tue, 18 Dec 2018 10:13:59  INFO BasePage.py find_element [ line:86 ] 开始等待元素在当前页面可见。
 Tue, 18 Dec 2018 10:13:59  INFO BasePage.py wait_eleVisible [ line:37 ] 等待结束，等待时间长为:0.06秒
 Tue, 18 Dec 2018 10:14:13  INFO BasePage.py get_text [ line:160 ] =====获取元素的文本内容======
 Tue, 18 Dec 2018 10:14:13  INFO BasePage.py find_element [ line:84 ] 当前元素定位类型：xpath，当前查找的元素表达式为：/html/body/div[9]/div[4]/div/div[2]/div[2]/div/ul[1]/li[1]/div[2]/div[1]
 Tue, 18 Dec 2018 10:14:13  INFO BasePage.py find_element [ line:86 ] 开始等待元素在当前页面可见。
 Tue, 18 Dec 2018 10:14:13  INFO BasePage.py wait_eleVisible [ line:37 ] 等待结束，等待时间长为:0.06秒
 Tue, 18 Dec 2018 10:14:13  INFO BasePage.py scroll_intoView [ line:122 ] 将元素滚动到可见区域。
 Tue, 18 Dec 2018 10:14:13  INFO BasePage.py get_text [ line:160 ] =====获取元素的文本内容======
 Tue, 18 Dec 2018 10:14:13  INFO BasePage.py find_element [ line:84 ] 当前元素定位类型：xpath，当前查找的元素表达式为：//div[@class='v-list headline-b']//div[@class='v-shop clearfix']//p
 Tue, 18 Dec 2018 10:14:13  INFO BasePage.py find_element [ line:86 ] 开始等待元素在当前页面可见。
 Tue, 18 Dec 2018 10:14:13  INFO BasePage.py wait_eleVisible [ line:37 ] 等待结束，等待时间长为:0.05秒
 Tue, 18 Dec 2018 10:14:13  INFO BasePage.py scroll_intoView [ line:122 ] 将元素滚动到可见区域。
 Tue, 18 Dec 2018 10:14:13  INFO BasePage.py get_element_attribute [ line:173 ] =====获取元素的属性值：src
 Tue, 18 Dec 2018 10:14:13  INFO BasePage.py find_element [ line:84 ] 当前元素定位类型：xpath，当前查找的元素表达式为：//div[@class='tab-cont clearfix']//div[@class='v-img']
 Tue, 18 Dec 2018 10:14:13  INFO BasePage.py find_element [ line:86 ] 开始等待元素在当前页面可见。
 Tue, 18 Dec 2018 10:14:13  INFO BasePage.py wait_eleVisible [ line:37 ] 等待结束，等待时间长为:0.05秒
 Tue, 18 Dec 2018 10:14:13  INFO BasePage.py scroll_intoView [ line:122 ] 将元素滚动到可见区域。
 Tue, 18 Dec 2018 10:14:13  INFO BasePage.py get_text [ line:160 ] =====获取元素的文本内容======
 Tue, 18 Dec 2018 10:14:13  INFO BasePage.py find_element [ line:84 ] 当前元素定位类型：xpath，当前查找的元素表达式为：//div[@class='tab-pic']//div[@class='video-bg']/span
 Tue, 18 Dec 2018 10:14:13  INFO BasePage.py find_element [ line:86 ] 开始等待元素在当前页面可见。
 Tue, 18 Dec 2018 10:14:13  INFO BasePage.py wait_eleVisible [ line:37 ] 等待结束，等待时间长为:0.05秒
 Tue, 18 Dec 2018 10:14:13  INFO BasePage.py scroll_intoView [ line:122 ] 将元素滚动到可见区域。
 Tue, 18 Dec 2018 10:14:13  INFO BasePage.py click [ line:127 ] =====执行点击事件======
 Tue, 18 Dec 2018 10:14:13  INFO BasePage.py find_element [ line:84 ] 当前元素定位类型：xpath，当前查找的元素表达式为：/html/body/div[9]/div[4]/div/div[2]/div[2]/div/ul[1]/li[1]/div[2]/div[1]
 Tue, 18 Dec 2018 10:14:13  INFO BasePage.py find_element [ line:86 ] 开始等待元素在当前页面可见。
 Tue, 18 Dec 2018 10:14:13  INFO BasePage.py wait_eleVisible [ line:37 ] 等待结束，等待时间长为:0.03秒
 Tue, 18 Dec 2018 10:14:13  INFO BasePage.py scroll_intoView [ line:122 ] 将元素滚动到可见区域。
 Tue, 18 Dec 2018 10:14:26  INFO BasePage.py get_text [ line:160 ] =====获取元素的文本内容======
 Tue, 18 Dec 2018 10:14:26  INFO BasePage.py find_element [ line:84 ] 当前元素定位类型：xpath，当前查找的元素表达式为：//div[@class='v-tit']/h2
 Tue, 18 Dec 2018 10:14:26  INFO BasePage.py find_element [ line:86 ] 开始等待元素在当前页面可见。
 Tue, 18 Dec 2018 10:14:26  INFO BasePage.py wait_eleVisible [ line:37 ] 等待结束，等待时间长为:0.06秒
 Tue, 18 Dec 2018 10:14:26  INFO BasePage.py get_text [ line:160 ] =====获取元素的文本内容======
 Tue, 18 Dec 2018 10:14:26  INFO BasePage.py find_element [ line:84 ] 当前元素定位类型：xpath，当前查找的元素表达式为：//div[@class='store-l fl']//h4
 Tue, 18 Dec 2018 10:14:26  INFO BasePage.py find_element [ line:86 ] 开始等待元素在当前页面可见。
 Tue, 18 Dec 2018 10:14:26  INFO BasePage.py wait_eleVisible [ line:37 ] 等待结束，等待时间长为:0.04秒
 Tue, 18 Dec 2018 10:14:38  INFO BasePage.py get_text [ line:160 ] =====获取元素的文本内容======
